"submission_id","post_id","participant_id","severity","confidence","in_group","honey","copied","time_taken","created_at"
"68df20f3e3d5cf36b916c742","1u5vyd","580d5d1f357e890001dd14ce","2","high","true","false","false","56","2025-10-03 01:28:35.866532+00"
"68df20f3e3d5cf36b916c742","46k61t","580d5d1f357e890001dd14ce","2","high","true","false","false","15","2025-10-03 01:28:35.873156+00"
"68df20f3e3d5cf36b916c742","1cpk9r5","580d5d1f357e890001dd14ce","4","high","true","false","false","50","2025-10-03 01:28:35.853992+00"
"68df20f3e3d5cf36b916c742","dyfhs4","580d5d1f357e890001dd14ce","1","high","true","true","false","0","2025-10-03 01:28:35.885821+00"
"68df20f3e3d5cf36b916c742","rkf6ot","580d5d1f357e890001dd14ce","0","high","true","false","false","17","2025-10-03 01:28:35.869904+00"
"68df20f3e3d5cf36b916c742","3kv6vg","580d5d1f357e890001dd14ce","4","high","true","false","false","35","2025-10-03 01:28:35.862928+00"
"68df20f3e3d5cf36b916c742","4y5zw7","580d5d1f357e890001dd14ce","4","high","true","false","false","120","2025-10-03 01:28:35.882951+00"
"68df20f3e3d5cf36b916c742","ihp2jq","580d5d1f357e890001dd14ce","4","high","true","false","false","78","2025-10-03 01:28:35.876021+00"
"68df20f3e3d5cf36b916c742","ib8aoc","580d5d1f357e890001dd14ce","4","high","true","false","false","38","2025-10-03 01:28:35.892282+00"
"68df20f3e3d5cf36b916c742","2yfczf","580d5d1f357e890001dd14ce","0","high","true","true","false","17","2025-10-03 01:28:35.892106+00"
"68df20f3e3d5cf36b916c742","1bynqq1","580d5d1f357e890001dd14ce","2","high","true","false","false","43","2025-10-03 01:28:35.892376+00"
"68df20f3e3d5cf36b916c742","anozhg","580d5d1f357e890001dd14ce","2","high","true","false","false","50","2025-10-03 01:28:35.895188+00"
"68df20f3e3d5cf36b916c742","ggwh7k","580d5d1f357e890001dd14ce","4","high","true","false","false","13","2025-10-03 01:28:35.896684+00"
"68df20f3e3d5cf36b916c742","1bm5zmj","580d5d1f357e890001dd14ce","2","high","true","false","false","16","2025-10-03 01:28:35.899758+00"
"68df20f3e3d5cf36b916c742","yesxpa","580d5d1f357e890001dd14ce","2","low","true","false","false","18","2025-10-03 01:28:35.905942+00"
"68df261863024358b1e5d54a","2jq27c","5befb6e27c387400016983bf","0","high","true","false","false","19","2025-10-03 01:43:28.571097+00"
"68df261863024358b1e5d54a","aaltog","5befb6e27c387400016983bf","0","high","true","false","false","6","2025-10-03 01:43:28.574916+00"
"68df261863024358b1e5d54a","dyfhs4","5befb6e27c387400016983bf","1","high","true","true","false","27","2025-10-03 01:43:28.578359+00"
"68df261863024358b1e5d54a","2bukas","5befb6e27c387400016983bf","2","high","true","true","false","0","2025-10-03 01:43:28.583467+00"
"68df261863024358b1e5d54a","3h1k9q","5befb6e27c387400016983bf","2","high","true","false","false","135","2025-10-03 01:43:28.589211+00"
"68df261863024358b1e5d54a","j4h3h6","5befb6e27c387400016983bf","4","high","true","false","false","17","2025-10-03 01:43:28.587997+00"
"68df261863024358b1e5d54a","2ivt30","5befb6e27c387400016983bf","2","high","true","false","false","33","2025-10-03 01:43:28.591058+00"
"68df1e89ef206ae541b2ebd9","2yfczf","66e9bdb86f599f239c1ea24e","2","high","false","true","false","47","2025-10-03 01:48:00.924997+00"
"68df1e89ef206ae541b2ebd9","2aaab7","66e9bdb86f599f239c1ea24e","4","high","false","false","false","41","2025-10-03 01:48:00.931292+00"
"68df1e89ef206ae541b2ebd9","1cvzt29","66e9bdb86f599f239c1ea24e","2","high","false","false","false","24","2025-10-03 01:48:00.931544+00"
"68df1e89ef206ae541b2ebd9","4izovq","66e9bdb86f599f239c1ea24e","4","high","false","false","false","141","2025-10-03 01:48:00.934782+00"
"68df1e89ef206ae541b2ebd9","fquzma","66e9bdb86f599f239c1ea24e","4","high","false","false","false","37","2025-10-03 01:48:00.934687+00"
"68df1e89ef206ae541b2ebd9","10r3d40","66e9bdb86f599f239c1ea24e","0","high","false","false","false","10","2025-10-03 01:48:00.938751+00"
"68df1e89ef206ae541b2ebd9","a1r2g1","66e9bdb86f599f239c1ea24e","2","high","false","false","false","96","2025-10-03 01:48:00.938392+00"
"68df1e89ef206ae541b2ebd9","2ldpjg","66e9bdb86f599f239c1ea24e","1","high","false","false","false","17","2025-10-03 01:48:00.944609+00"
"68df1e89ef206ae541b2ebd9","dyfhs4","66e9bdb86f599f239c1ea24e","3","high","false","true","false","301","2025-10-03 01:48:00.945187+00"
"68df1e89ef206ae541b2ebd9","1ayfy5w","66e9bdb86f599f239c1ea24e","4","high","false","false","false","41","2025-10-03 01:48:00.94527+00"
"68df1e89ef206ae541b2ebd9","10uh9gt","66e9bdb86f599f239c1ea24e","4","high","false","false","false","15","2025-10-03 01:48:00.944409+00"
"68df1e89ef206ae541b2ebd9","2rc289","66e9bdb86f599f239c1ea24e","4","high","false","false","false","52","2025-10-03 01:48:00.948136+00"
"68df1e89ef206ae541b2ebd9","ekupfq","66e9bdb86f599f239c1ea24e","4","high","false","false","false","131","2025-10-03 01:48:00.970722+00"
"68df1e89ef206ae541b2ebd9","2bukas","66e9bdb86f599f239c1ea24e","4","high","false","true","false","51","2025-10-03 01:48:00.982297+00"
"68df20776ad700aa3a911537","1xr4si","670da3fd0b8a2f7a542a2b24","2","low","false","false","false","54","2025-10-03 01:49:11.884576+00"
"68df20776ad700aa3a911537","jkt5bz","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","24","2025-10-03 01:49:11.8976+00"
"68e00c62d9db74935ebd315e","2069j0","5a2f1f0f2937000001eae2b1","0","high","true","false","false","86","2025-10-03 18:38:05.622018+00"
"68e00c62d9db74935ebd315e","v8hkhk","5a2f1f0f2937000001eae2b1","0","high","true","false","false","10","2025-10-03 18:38:05.627851+00"
"68e00c62d9db74935ebd315e","dbfkur","5a2f1f0f2937000001eae2b1","0","high","true","false","false","15","2025-10-03 18:38:05.633216+00"
"68e00c62d9db74935ebd315e","rcd3sx","5a2f1f0f2937000001eae2b1","0","high","true","false","false","23","2025-10-03 18:38:05.647054+00"
"68e00c62d9db74935ebd315e","6e06ti","5a2f1f0f2937000001eae2b1","0","high","true","false","false","17","2025-10-03 18:38:05.655701+00"
"68e00b3b0096fe8e5bdaf8e0","1gbs8qj","668d3b9862f5a356423ded45","2","high","true","false","false","25","2025-10-03 18:39:50.606106+00"
"68e00b3b0096fe8e5bdaf8e0","i1j9ef","668d3b9862f5a356423ded45","2","high","true","false","false","19","2025-10-03 18:39:50.615262+00"
"68e00b3b0096fe8e5bdaf8e0","oep8t2","668d3b9862f5a356423ded45","2","high","true","false","false","13","2025-10-03 18:39:50.625939+00"
"68e033e2f007d15cd84146f8","t10lgk","65298aca34ac384b783169d4","2","high","true","false","false","17","2025-10-03 22:23:15.456509+00"
"68e033e2f007d15cd84146f8","2jq27c","65298aca34ac384b783169d4","0","high","true","false","false","7","2025-10-03 22:23:15.471503+00"
"68e033e2f007d15cd84146f8","1837439","65298aca34ac384b783169d4","0","high","true","false","false","93","2025-10-03 22:23:15.480127+00"
"68e033e2f007d15cd84146f8","1y7nps","65298aca34ac384b783169d4","2","high","true","false","false","8","2025-10-03 22:23:15.48693+00"
"68e049ded97040b1cffde74e","7am5s6","620bdf2aa922fc3f247f706b","0","high","true","false","false","8","2025-10-03 22:27:18.586263+00"
"68e04866767ffa42beec7304","72rpen","65983c420d89145cbdb05468","0","low","false","false","false","41","2025-10-03 22:29:01.743956+00"
"68e04866767ffa42beec7304","1dj1kfd","65983c420d89145cbdb05468","2","low","false","false","false","36","2025-10-03 22:29:01.751063+00"
"68e04866767ffa42beec7304","yesxpa","65983c420d89145cbdb05468","3","high","false","false","false","19","2025-10-03 22:29:01.758859+00"
"68df1e89ef206ae541b2ebd9","1ghrzsu","66e9bdb86f599f239c1ea24e","4","high","false","false","false","9","2025-10-03 01:48:00.956279+00"
"68df1e89ef206ae541b2ebd9","wj9d3k","66e9bdb86f599f239c1ea24e","0","high","false","false","false","13","2025-10-03 01:48:00.955298+00"
"68df1e89ef206ae541b2ebd9","32d8mt","66e9bdb86f599f239c1ea24e","2","high","false","false","false","35","2025-10-03 01:48:00.967189+00"
"68df1e89ef206ae541b2ebd9","3kv6vg","66e9bdb86f599f239c1ea24e","2","high","false","false","false","192","2025-10-03 01:48:00.968144+00"
"68df1e89ef206ae541b2ebd9","1vpeqx","66e9bdb86f599f239c1ea24e","2","high","false","false","false","9","2025-10-03 01:48:00.972988+00"
"68df1e89ef206ae541b2ebd9","utjrep","66e9bdb86f599f239c1ea24e","2","high","false","false","false","38","2025-10-03 01:48:00.975169+00"
"68df1e89ef206ae541b2ebd9","4s1ywx","66e9bdb86f599f239c1ea24e","4","high","false","false","false","75","2025-10-03 01:48:00.98321+00"
"68df1e89ef206ae541b2ebd9","31w8ti","66e9bdb86f599f239c1ea24e","0","high","false","false","false","5","2025-10-03 01:48:00.983312+00"
"68df20776ad700aa3a911537","2bukas","670da3fd0b8a2f7a542a2b24","4","high","false","true","false","100","2025-10-03 01:49:11.884719+00"
"68df20776ad700aa3a911537","60g8bp","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","430","2025-10-03 01:49:11.884484+00"
"68df20776ad700aa3a911537","v80b7l","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","13","2025-10-03 01:49:11.884215+00"
"68df20776ad700aa3a911537","bx4n86","670da3fd0b8a2f7a542a2b24","2","low","false","false","false","53","2025-10-03 01:49:11.897927+00"
"68df20776ad700aa3a911537","r3c5p4","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","226","2025-10-03 01:49:11.897751+00"
"68df20776ad700aa3a911537","2yfczf","670da3fd0b8a2f7a542a2b24","2","high","false","true","false","19","2025-10-03 01:49:11.897685+00"
"68df20776ad700aa3a911537","2wihv0","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","19","2025-10-03 01:49:11.902156+00"
"68df20776ad700aa3a911537","1fv9ep9","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","23","2025-10-03 01:49:11.903247+00"
"68df20776ad700aa3a911537","3cmce2","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","34","2025-10-03 01:49:11.917829+00"
"68df20776ad700aa3a911537","7556ln","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","12","2025-10-03 01:49:11.918178+00"
"68df2178dc08dcf933617d69","tw4ozx","66e74ca113f609cd2a13df59","4","high","true","false","false","50","2025-10-03 01:50:09.332312+00"
"68df2178dc08dcf933617d69","7x6935","66e74ca113f609cd2a13df59","4","high","true","false","false","23","2025-10-03 01:50:09.339257+00"
"68df2178dc08dcf933617d69","22ar1s","66e74ca113f609cd2a13df59","4","high","true","false","false","48","2025-10-03 01:50:09.341296+00"
"68df2178dc08dcf933617d69","186otjo","66e74ca113f609cd2a13df59","4","high","true","false","false","110","2025-10-03 01:50:09.344061+00"
"68df2178dc08dcf933617d69","2hc59t","66e74ca113f609cd2a13df59","4","high","true","false","false","28","2025-10-03 01:50:09.346673+00"
"68df2178dc08dcf933617d69","1fpvxk8","66e74ca113f609cd2a13df59","0","high","true","false","false","26","2025-10-03 01:50:09.353046+00"
"68df2178dc08dcf933617d69","gfsnf6","66e74ca113f609cd2a13df59","2","high","true","false","false","40","2025-10-03 01:50:09.350218+00"
"68df2178dc08dcf933617d69","17odo49","66e74ca113f609cd2a13df59","4","high","true","false","false","33","2025-10-03 01:50:09.352632+00"
"68df2178dc08dcf933617d69","1gzp09r","66e74ca113f609cd2a13df59","4","high","true","false","false","38","2025-10-03 01:50:09.36022+00"
"68df1f4584b164d971562928","5k6v0s","651090beae417ded35c4ef2f","3","high","false","false","false","53","2025-10-03 01:50:53.484693+00"
"68df1f4584b164d971562928","y2o3dp","651090beae417ded35c4ef2f","0","high","false","false","false","110","2025-10-03 01:50:53.484395+00"
"68df1f4584b164d971562928","eoca9z","651090beae417ded35c4ef2f","1","low","false","false","false","82","2025-10-03 01:50:53.492083+00"
"68df1f4584b164d971562928","5h4qtm","651090beae417ded35c4ef2f","2","high","false","false","false","38","2025-10-03 01:50:53.492502+00"
"68df1f4584b164d971562928","ouhr1d","651090beae417ded35c4ef2f","2","high","false","false","false","118","2025-10-03 01:50:53.495121+00"
"68df1f4584b164d971562928","1f4r1zs","651090beae417ded35c4ef2f","4","high","false","false","false","71","2025-10-03 01:50:53.500432+00"
"68df1f4584b164d971562928","1yob1x","651090beae417ded35c4ef2f","0","high","false","false","false","144","2025-10-03 01:50:53.502783+00"
"68df1f4584b164d971562928","oep8t2","651090beae417ded35c4ef2f","2","high","false","false","false","14","2025-10-03 01:50:53.502458+00"
"68df1f4584b164d971562928","dyfhs4","651090beae417ded35c4ef2f","3","high","false","true","false","33","2025-10-03 01:50:53.51322+00"
"68df1cb6d9917b430f4ea275","8qus8d","66463e4efb99fba5a67a010a","0","high","true","false","false","3","2025-10-03 01:51:58.889481+00"
"68df1cb6d9917b430f4ea275","23vnvx","66463e4efb99fba5a67a010a","0","high","true","false","false","115","2025-10-03 01:51:58.890495+00"
"68df1cb6d9917b430f4ea275","rcd3sx","66463e4efb99fba5a67a010a","0","high","true","false","false","12","2025-10-03 01:51:58.891316+00"
"68df1cb6d9917b430f4ea275","8dbqzb","66463e4efb99fba5a67a010a","0","high","true","false","false","181","2025-10-03 01:51:58.899777+00"
"68df1cb6d9917b430f4ea275","dyfhs4","66463e4efb99fba5a67a010a","3","high","true","true","false","16","2025-10-03 01:51:58.891467+00"
"68df1cb6d9917b430f4ea275","yedia9","66463e4efb99fba5a67a010a","0","high","true","false","false","6","2025-10-03 01:51:58.912002+00"
"68df21f76a410ae89420ced6","2bukas","66a02d45a7db35d93c9f6a81","4","high","true","true","false","18","2025-10-03 01:54:23.635105+00"
"68df21f76a410ae89420ced6","g6mdy6","66a02d45a7db35d93c9f6a81","0","high","true","false","false","11","2025-10-03 01:54:23.635207+00"
"68df21f76a410ae89420ced6","1ayg7x8","66a02d45a7db35d93c9f6a81","2","high","true","false","false","14","2025-10-03 01:54:23.642019+00"
"68df21f76a410ae89420ced6","1f1t1va","66a02d45a7db35d93c9f6a81","0","high","true","false","false","24","2025-10-03 01:54:23.642163+00"
"68df21f76a410ae89420ced6","dyfhs4","66a02d45a7db35d93c9f6a81","2","high","true","true","false","96","2025-10-03 01:54:23.65441+00"
"68df21f76a410ae89420ced6","2rc289","66a02d45a7db35d93c9f6a81","2","high","true","false","false","16","2025-10-03 01:54:23.654905+00"
"68df21f76a410ae89420ced6","v1pm19","66a02d45a7db35d93c9f6a81","2","high","true","false","false","18","2025-10-03 01:54:23.66405+00"
"68df2290939753dc3f55372d","1dj1kfd","6786cd11afb82599c1924e69","2","high","false","false","false","37","2025-10-03 01:57:03.78678+00"
"68df2290939753dc3f55372d","gm6315","6786cd11afb82599c1924e69","1","high","false","false","false","61","2025-10-03 01:57:03.786287+00"
"68df2290939753dc3f55372d","1cpk9r5","6786cd11afb82599c1924e69","4","high","false","false","false","38","2025-10-03 01:57:03.795516+00"
"68df2290939753dc3f55372d","2cwyo5","6786cd11afb82599c1924e69","4","high","false","false","false","33","2025-10-03 01:57:03.797283+00"
"68df2290939753dc3f55372d","1fqo9yv","6786cd11afb82599c1924e69","2","high","false","false","false","21","2025-10-03 01:57:03.799006+00"
"68df2290939753dc3f55372d","bf66nx","6786cd11afb82599c1924e69","2","high","false","false","false","23","2025-10-03 01:57:03.805671+00"
"68df225f62cc6ba834a1594a","2jc9mq","66594968a8fca6ea85c9ac19","0","high","true","false","false","47","2025-10-03 02:07:11.824303+00"
"68df225f62cc6ba834a1594a","5h4qtm","66594968a8fca6ea85c9ac19","4","high","true","false","false","19","2025-10-03 02:07:11.828173+00"
"68df225f62cc6ba834a1594a","3cmce2","66594968a8fca6ea85c9ac19","2","high","true","false","false","44","2025-10-03 02:07:11.838623+00"
"68df225f62cc6ba834a1594a","56cias","66594968a8fca6ea85c9ac19","0","high","true","false","false","14","2025-10-03 02:07:11.843797+00"
"68df225f62cc6ba834a1594a","2bukas","66594968a8fca6ea85c9ac19","4","high","true","true","false","25","2025-10-03 02:07:11.853166+00"
"68df225f62cc6ba834a1594a","v3rgom","66594968a8fca6ea85c9ac19","4","high","true","false","false","55","2025-10-03 02:07:11.862157+00"
"68df225f62cc6ba834a1594a","t10lgk","66594968a8fca6ea85c9ac19","2","high","true","false","false","39","2025-10-03 02:07:11.875121+00"
"68df225f62cc6ba834a1594a","e57qeg","66594968a8fca6ea85c9ac19","4","high","true","false","false","30","2025-10-03 02:07:11.876859+00"
"68df225f62cc6ba834a1594a","2evxw1","66594968a8fca6ea85c9ac19","2","high","true","false","false","40","2025-10-03 02:07:11.880544+00"
"68df225f62cc6ba834a1594a","18lgkqz","66594968a8fca6ea85c9ac19","2","high","true","false","false","19","2025-10-03 02:07:11.883833+00"
"68df225f62cc6ba834a1594a","ekupfq","66594968a8fca6ea85c9ac19","4","high","true","false","false","16","2025-10-03 02:07:11.886329+00"
"68df225f62cc6ba834a1594a","occtc0","66594968a8fca6ea85c9ac19","4","high","true","false","false","16","2025-10-03 02:07:11.890524+00"
"68df22c9ee01af2a9396cb13","s5d5d3","613e157ccd6af6049001ce25","0","high","false","false","false","14","2025-10-03 02:12:51.644938+00"
"68df22c9ee01af2a9396cb13","661n3z","613e157ccd6af6049001ce25","3","high","false","false","false","63","2025-10-03 02:12:51.648931+00"
"68df22c9ee01af2a9396cb13","noq7oy","613e157ccd6af6049001ce25","2","high","false","false","false","49","2025-10-03 02:12:51.652467+00"
